target_accuracy,target_precision,target_recall,target_f1_score,target_fpr,target_fnr,target_auc,surrogate_accuracy,surrogate_precision,surrogate_recall,surrogate_f1_score,surrogate_fpr,surrogate_fnr,surrogate_auc,fidelity,kl_divergence,l2_distance,cosine_similarity,embedding_cosine_similarity,embedding_l2_distance,embedding_l1_distance,embedding_correlation,accuracy_gap,fpr_gap,fnr_gap,dataset,attack_type,surrogate_architecture,recovery_from,timestamp,target_model_architecture,split_type,epochs,hidden_dim,final_train_acc,final_val_acc,final_test_acc,initial_epochs,fine_tune_epochs,fine_tune_ratio,fine_tune_lr_factor,using_corrected_implementation,proper_data_splitting
0.7730496453900709,0.7862310676174968,0.7730496453900709,0.7741780743307769,0.04856492061436962,0.22695035460992907,0.9521793063362117,0.18912529550827423,0.03576837740109205,0.18912529550827423,0.060159139724301945,0.18912529550827423,0.8108747044917257,0.5823909066214927,0.2151300311088562,0.462441086769104,0.40031760931015015,0.7347276210784912,0.8836870789527893,2.0825483798980713,24.907381057739258,0.0846370822470252,0.5839243498817968,0.1405603748939046,0.5839243498817966,citeseer,fine_tuning,gat,embedding,2025-06-17T11:49:29.700641,gat,non-overlapped,20,256,0.18325123190879822,0.18912529945373535,0.18912529945373535,20,10,0.4,0.1,True,True
