target_accuracy,target_precision,target_recall,target_f1_score,target_fpr,target_fnr,target_auc,surrogate_accuracy,surrogate_precision,surrogate_recall,surrogate_f1_score,surrogate_fpr,surrogate_fnr,surrogate_auc,fidelity,kl_divergence,l2_distance,cosine_similarity,embedding_cosine_similarity,embedding_l2_distance,embedding_l1_distance,embedding_correlation,accuracy_gap,fpr_gap,fnr_gap,dataset,attack_type,surrogate_architecture,recovery_from,timestamp,target_model_architecture,split_type,epochs,hidden_dim,final_train_acc,final_val_acc,final_test_acc,pruning_ratio,pruning_method,actual_surrogate_ratio,actual_classifier_ratio,original_accuracy,pruned_accuracy,accuracy_drop
0.7730496453900709,0.7862310676174968,0.7730496453900709,0.7741780743307769,0.04856492061436962,0.22695035460992907,0.9521793063362117,0.16312056737588654,0.02660831950103114,0.16312056737588654,0.045753329873724276,0.16312056737588654,0.8368794326241135,0.5081596533063388,0.1773049682378769,0.4662304222583771,0.40135520696640015,0.7331125736236572,0.6744409799575806,3.0880868434906006,39.05077362060547,0.020519390894356854,0.6099290780141844,0.11455564676151692,0.6099290780141844,citeseer,pruning,gat,embedding,2025-06-17T12:08:24.194664,gat,non-overlapped,20,256,0.13711583614349365,0.1252955049276352,0.16548463702201843,0.7,random,0.7003298667841836,0.7062256809338522,0.16548463702201843,0.1631205677986145,0.0023640692234039307
