target_accuracy,target_precision,target_recall,target_f1_score,target_fpr,target_fnr,target_auc,surrogate_accuracy,surrogate_precision,surrogate_recall,surrogate_f1_score,surrogate_fpr,surrogate_fnr,surrogate_auc,fidelity,kl_divergence,l2_distance,cosine_similarity,embedding_cosine_similarity,embedding_l2_distance,embedding_l1_distance,embedding_correlation,accuracy_gap,fpr_gap,fnr_gap,dataset,attack_type,surrogate_architecture,recovery_from,timestamp,target_model_architecture,split_type,epochs,hidden_dim,final_train_acc,final_val_acc,final_test_acc,shift_intensity,adversarial_training,using_corrected_implementation
0.7730496453900709,0.7862310676174968,0.7730496453900709,0.7741780743307769,0.04856492061436962,0.22695035460992907,0.9521793063362117,0.18912529550827423,0.03576837740109205,0.18912529550827423,0.060159139724301945,0.18912529550827423,0.8108747044917257,0.5687986831939715,0.2151300311088562,0.46123552322387695,0.40071412920951843,0.7350254654884338,0.8840318918228149,1.919621467590332,22.74874496459961,0.07180217134770113,0.5839243498817968,0.1405603748939046,0.5839243498817966,citeseer,distribution_shift,gat,embedding,2025-06-17T11:56:04.990564,gat,non-overlapped,20,256,0.19976359605789185,0.18912529945373535,0.18912529945373535,0.3,True,True
