target_accuracy,target_precision,target_recall,target_f1_score,target_fpr,target_fnr,target_auc,surrogate_accuracy,surrogate_precision,surrogate_recall,surrogate_f1_score,surrogate_fpr,surrogate_fnr,surrogate_auc,fidelity,kl_divergence,l2_distance,cosine_similarity,embedding_cosine_similarity,embedding_l2_distance,embedding_l1_distance,embedding_correlation,accuracy_gap,fpr_gap,fnr_gap,dataset,attack_type,surrogate_architecture,recovery_from,timestamp,target_model_architecture,split_type,epochs,hidden_dim,final_train_acc,final_val_acc,final_test_acc
0.7730496453900709,0.7862310676174968,0.7730496453900709,0.7741780743307769,0.04856492061436962,0.22695035460992907,0.9521793063362117,0.13002364066193853,0.05445857880846061,0.13002364066193853,0.05706178529867807,0.12877154110475425,0.8699763593380615,0.41125410690466385,0.12056737393140793,0.4735706150531769,0.40295496582984924,0.7293985486030579,0.8897711634635925,2.02410626411438,24.25910758972168,0.09174285758068257,0.6430260047281324,0.08020662049038463,0.6430260047281324,citeseer,basic,gat,embedding,2025-06-17T11:44:35.837491,gat,non-overlapped,20,256,0.15484634041786194,0.13238771259784698,0.13002364337444305
