target_accuracy,target_precision,target_recall,target_f1_score,target_fpr,target_fnr,target_auc,surrogate_accuracy,surrogate_precision,surrogate_recall,surrogate_f1_score,surrogate_fpr,surrogate_fnr,surrogate_auc,fidelity,kl_divergence,l2_distance,cosine_similarity,embedding_cosine_similarity,embedding_l2_distance,embedding_l1_distance,embedding_correlation,accuracy_gap,fpr_gap,fnr_gap,dataset,attack_type,surrogate_architecture,recovery_from,timestamp,target_model_architecture,split_type,epochs,hidden_dim,final_train_acc,final_val_acc,final_test_acc,pruning_ratio,pruning_method,actual_surrogate_ratio,actual_classifier_ratio,original_accuracy,pruned_accuracy,accuracy_drop
0.7730496453900709,0.7862310676174968,0.7730496453900709,0.7741780743307769,0.04856492061436962,0.22695035460992907,0.9521793063362117,0.16548463356973994,0.0273851639477111,0.16548463356973994,0.04699360791027098,0.16548463356973994,0.83451536643026,0.4439223326464035,0.12765957415103912,0.4685240089893341,0.40215474367141724,0.7318863868713379,0.792770504951477,2.9356346130371094,36.796634674072266,0.0733854728956887,0.607565011820331,0.11691971295537032,0.607565011820331,citeseer,pruning,gat,embedding,2025-06-17T12:04:16.430544,gat,non-overlapped,20,256,0.13711583614349365,0.1252955049276352,0.16548463702201843,0.5,random,0.5003252700340859,0.4896238651102464,0.16548463702201843,0.16548463702201843,0.0
