target_accuracy,target_precision,target_recall,target_f1_score,target_fpr,target_fnr,target_auc,surrogate_accuracy,surrogate_precision,surrogate_recall,surrogate_f1_score,surrogate_fpr,surrogate_fnr,surrogate_auc,fidelity,kl_divergence,l2_distance,cosine_similarity,embedding_cosine_similarity,embedding_l2_distance,embedding_l1_distance,embedding_correlation,accuracy_gap,fpr_gap,fnr_gap,dataset,attack_type,surrogate_architecture,recovery_from,timestamp,target_model_architecture,split_type,epochs,hidden_dim,final_train_acc,final_val_acc,final_test_acc
0.7730496453900709,0.7862310676174968,0.7730496453900709,0.7741780743307769,0.04856492061436962,0.22695035460992907,0.9521793063362117,0.12529550827423167,0.015698964393698056,0.12529550827423167,0.027901940918211257,0.12529550827423167,0.8747044917257684,0.5603423083172162,0.1040189117193222,0.4723784327507019,0.40298542380332947,0.729895293712616,0.8828070163726807,2.3215479850769043,27.92835235595703,0.014895633705259289,0.6477541371158393,0.07673058765986204,0.6477541371158393,citeseer,basic,gat,embedding,2025-06-17T11:47:19.225888,gat,non-overlapped,20,256,0.1637115776538849,0.15130023658275604,0.1252955049276352
