target_accuracy,target_precision,target_recall,target_f1_score,target_fpr,target_fnr,target_auc,surrogate_accuracy,surrogate_precision,surrogate_recall,surrogate_f1_score,surrogate_fpr,surrogate_fnr,surrogate_auc,fidelity,kl_divergence,l2_distance,cosine_similarity,embedding_cosine_similarity,embedding_l2_distance,embedding_l1_distance,embedding_correlation,accuracy_gap,fpr_gap,fnr_gap,dataset,attack_type,surrogate_architecture,recovery_from,timestamp,target_model_architecture,split_type,epochs,hidden_dim,final_train_acc,final_val_acc,final_test_acc,stage1_epochs,stage2_epochs,using_corrected_implementation,proper_data_splitting,stage1_results,stage2_results,intermediate_acc,final_acc,final_fidelity
0.7730496453900709,0.7862310676174968,0.7730496453900709,0.7741780743307769,0.04856492061436962,0.22695035460992907,0.9521793063362117,0.18912529550827423,0.03576837740109205,0.18912529550827423,0.060159139724301945,0.18912529550827423,0.8108747044917257,0.5104261091822174,0.2151300311088562,0.4655722677707672,0.40125203132629395,0.7334429025650024,0.8491700291633606,2.7070095539093018,33.25117874145508,0.03434191090476396,0.5839243498817968,0.1405603748939046,0.5839243498817966,citeseer,double_extraction,gat,embedding,2025-06-17T11:52:04.837888,gat,non-overlapped,20,256,0.2151300311088562,0.18912529945373535,0.18912529945373535,20,20,True,True,"{'train_losses': [0.23538841307163239, 0.2138303816318512, 0.20601139962673187, 0.2020186483860016, 0.19865548610687256, 0.19587452709674835, 0.19296753406524658, 0.18936161696910858, 0.18565250933170319, 0.18283426761627197, 0.1809813678264618, 0.1787019819021225, 0.17376308143138885, 0.17177967727184296, 0.1671813726425171, 0.16432790458202362, 0.16026358306407928, 0.15630728006362915, 0.1555609405040741, 0.15076641738414764], 'train_accs': [0.14657209813594818, 0.17966903746128082, 0.16075649857521057, 0.19030733406543732, 0.1631205677986145, 0.1666666716337204, 0.15721039474010468, 0.16193853318691254, 0.1595744639635086, 0.1843971610069275, 0.173758864402771, 0.15484634041786194, 0.17848700284957886, 0.17848700284957886, 0.1702127605676651, 0.14657209813594818, 0.17612293362617493, 0.1631205677986145, 0.17966903746128082, 0.1666666716337204], 'val_accs': [], 'test_accs': [], 'final_val_acc': 0.17257682979106903, 'final_test_acc': 0.1631205677986145}","{'train_losses': [0.1347256898880005, 0.10820396989583969, 0.09577535092830658, 0.08940832316875458, 0.08590243756771088, 0.08380738645792007, 0.08206061273813248, 0.08035622537136078, 0.07893773168325424, 0.07713485509157181, 0.07547478377819061, 0.07420513778924942, 0.07192756980657578, 0.06995245814323425, 0.06852473318576813, 0.06618420034646988, 0.06384306401014328, 0.062452033162117004, 0.060118142515420914, 0.05806984752416611], 'train_accs': [0.1773049682378769, 0.1489361673593521, 0.15366430580615997, 0.16430260241031647, 0.1560283750295639, 0.13120567798614502, 0.1453900784254074, 0.15130023658275604, 0.1666666716337204, 0.1773049682378769, 0.1843971610069275, 0.18321512639522552, 0.19267138838768005, 0.20567375421524048, 0.19858156144618988, 0.20921985805034637, 0.2009456306695938, 0.20330969989299774, 0.21631205081939697, 0.2151300311088562], 'val_accs': [], 'test_accs': [], 'final_val_acc': 0.18912529945373535, 'final_test_acc': 0.18912529945373535}",0.1631205677986145,0.18912529945373535,0.2151300311088562
