target_accuracy,target_precision,target_recall,target_f1_score,target_fpr,target_fnr,target_auc,surrogate_accuracy,surrogate_precision,surrogate_recall,surrogate_f1_score,surrogate_fpr,surrogate_fnr,surrogate_auc,fidelity,kl_divergence,l2_distance,cosine_similarity,embedding_cosine_similarity,embedding_l2_distance,embedding_l1_distance,embedding_correlation,accuracy_gap,fpr_gap,fnr_gap,dataset,attack_type,surrogate_architecture,recovery_from,timestamp,target_architecture,config_name,cross_architecture,final_train_acc,final_val_acc,final_test_acc,advanced_attack,shift_intensity
0.7730496453900709,0.7862310676174968,0.7730496453900709,0.7741780743307769,0.04856492061436962,0.22695035460992907,0.9521793063362117,0.13002364066193853,0.05445857880846061,0.13002364066193853,0.05706178529867807,0.12877154110475425,0.8699763593380615,0.41126492060650255,0.12056737393140793,0.4735703766345978,0.40295490622520447,0.7293985486030579,0.8897711634635925,2.0241165161132812,24.259235382080078,0.0917350278090333,0.6430260047281324,0.08020662049038463,0.6430260047281324,citeseer,original,gat,embedding,2025-06-17T12:13:27.075889,gat,gat_vs_gat_embedding_original,False,0.15484634041786194,0.13238771259784698,0.13002364337444305,,
0.7730496453900709,0.7862310676174968,0.7730496453900709,0.7741780743307769,0.04856492061436962,0.22695035460992907,0.9521793063362117,0.1938534278959811,0.08365157301327515,0.1938534278959811,0.06960476418266397,0.18760957057968347,0.806146572104019,0.4779455280998631,0.19858156144618988,0.4665374457836151,0.4028443694114685,0.7320312857627869,0.8810746669769287,2.3313663005828857,28.0806827545166,0.013936513388834112,0.5791962174940899,0.13904464996531385,0.5791962174940899,citeseer,idgl,gat,embedding,2025-06-17T12:16:03.878371,gat,gat_vs_gat_embedding_idgl,False,0.17966903746128082,0.19385342299938202,0.19385342299938202,,
0.7730496453900709,0.7862310676174968,0.7730496453900709,0.7741780743307769,0.04856492061436962,0.22695035460992907,0.9521793063362117,0.18912529550827423,0.03576837740109205,0.18912529550827423,0.060159139724301945,0.18912529550827423,0.8108747044917257,0.491592683360995,0.2151300311088562,0.47869905829429626,0.4094255268573761,0.7228592038154602,0.8966631293296814,1.4592077732086182,18.19182014465332,0.26777437184539665,0.5839243498817968,0.1405603748939046,0.5839243498817966,citeseer,knn,gat,embedding,2025-06-17T12:22:28.495639,gat,gat_vs_gat_embedding_knn,False,0.20685578882694244,0.18912529945373535,0.18912529945373535,,
0.7730496453900709,0.7862310676174968,0.7730496453900709,0.7741780743307769,0.04856492061436962,0.22695035460992907,0.9521793063362117,0.061465721040189124,0.02218445847695053,0.061465721040189124,0.03231119066443682,0.19967895285344683,0.9385342789598109,0.46856709452247497,0.05673758685588837,0.4960589110851288,0.4237595200538635,0.7059350609779358,0.0,inf,inf,0.0,0.7115839243498818,0.1511140322390772,0.7115839243498818,citeseer,original,gat,prediction,2025-06-17T12:26:23.315260,gat,gat_vs_gat_prediction_original,False,0.15189124643802643,0.042553190141916275,0.06146572157740593,,
0.7730496453900709,0.7862310676174968,0.7730496453900709,0.7741780743307769,0.04856492061436962,0.22695035460992907,0.9521793063362117,0.19858156028368795,0.04196072281178664,0.19858156028368795,0.06928200480485665,0.2036857638981562,0.8014184397163121,0.6109089081383406,0.2529550790786743,0.45534637570381165,0.41567131876945496,0.7222084999084473,0.0,inf,inf,0.0,0.574468085106383,0.15512084328378659,0.574468085106383,citeseer,idgl,gat,prediction,2025-06-17T12:28:59.379682,gat,gat_vs_gat_prediction_idgl,False,0.1773049682378769,0.17966903746128082,0.19858156144618988,,
0.7730496453900709,0.7862310676174968,0.7730496453900709,0.7741780743307769,0.04856492061436962,0.22695035460992907,0.9521793063362117,0.1938534278959811,0.07723803013472329,0.1938534278959811,0.06960520435697741,0.1874789652780041,0.806146572104019,0.5687616265088068,0.2009456306695938,1.2151756286621094,0.5226508378982544,0.5831524133682251,0.0,inf,inf,0.0,0.5791962174940899,0.13891404466363447,0.5791962174940899,citeseer,knn,gat,prediction,2025-06-17T12:35:24.088440,gat,gat_vs_gat_prediction_knn,False,0.22399526834487915,0.20567375421524048,0.21276596188545227,,
0.7730496453900709,0.7862310676174968,0.7730496453900709,0.7741780743307769,0.04856492061436962,0.22695035460992907,0.9521793063362117,0.12529550827423167,0.015698964393698056,0.12529550827423167,0.027901940918211257,0.12529550827423167,0.8747044917257684,0.4084506227889613,0.1040189117193222,0.4730571508407593,0.4053247570991516,0.7274129390716553,0.8924155235290527,1.4965204000473022,18.497995376586914,0.08899268930741498,0.6477541371158393,0.07673058765986204,0.6477541371158393,citeseer,original,gin,embedding,2025-06-17T12:39:20.127026,gat,gat_vs_gin_embedding_original,True,0.15130023658275604,0.15130023658275604,0.1252955049276352,,
0.7730496453900709,0.7862310676174968,0.7730496453900709,0.7741780743307769,0.04856492061436962,0.22695035460992907,0.9521793063362117,0.12529550827423167,0.015698964393698056,0.12529550827423167,0.027901940918211257,0.12529550827423167,0.8747044917257684,0.5389820263358911,0.1040189117193222,0.4667276442050934,0.4021471440792084,0.7318888902664185,0.8927525877952576,1.5019334554672241,18.44242286682129,0.049783241731946364,0.6477541371158393,0.07673058765986204,0.6477541371158393,citeseer,idgl,gin,embedding,2025-06-17T12:41:58.465817,gat,gat_vs_gin_embedding_idgl,True,0.1530732810497284,0.15130023658275604,0.1252955049276352,,
0.7730496453900709,0.7862310676174968,0.7730496453900709,0.7741780743307769,0.04856492061436962,0.22695035460992907,0.9521793063362117,0.1867612293144208,0.07005660715284792,0.1867612293144208,0.08225242728854874,0.18704948020799858,0.8132387706855791,0.5096053896089376,0.21040189266204834,0.46494972705841064,0.4012008309364319,0.7336199283599854,0.8522415161132812,2.311680316925049,27.84979820251465,0.00018838493440538807,0.5862884160756501,0.13848455959362896,0.5862884160756501,citeseer,knn,gin,embedding,2025-06-17T12:48:32.652572,gat,gat_vs_gin_embedding_knn,True,0.1767139434814453,0.17257682979106903,0.1631205677986145,,
0.7730496453900709,0.7862310676174968,0.7730496453900709,0.7741780743307769,0.04856492061436962,0.22695035460992907,0.9521793063362117,0.18912529550827423,0.08675954926737948,0.18912529550827423,0.08522098893479495,0.18725484934161918,0.8108747044917257,0.4646823533723466,0.21040189266204834,0.48911362886428833,0.4080166518688202,0.7220938801765442,0.0,inf,inf,0.0,0.5839243498817968,0.13868992872724956,0.5839243498817966,citeseer,original,gin,prediction,2025-06-17T12:52:31.871527,gat,gat_vs_gin_prediction_original,True,0.19208037853240967,0.19385342299938202,0.18912529945373535,,
